type,capacity,check-in,check-out,num_adults,num_children,name,price,score,avg_review,reviews_count
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,GLORIA SUITES,US$196,"7.8
Scored 7.8",Good,482
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,limehome Granada Calle Santa Ana,US$235,"8.8
Scored 8.8",Excellent,"1,837"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,QH Granada Centro,US$200,"8.0
Scored 8.0",Very Good,232
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Alh Patio Apartamentos,US$273,"9.0
Scored 9.0",Wonderful,434
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Realejo Granada Centro 3000,US$196,"8.1
Scored 8.1",Very Good,"1,060"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,ISA Granada,US$334,"8.6
Scored 8.6",Excellent,"2,701"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,QH Elvira,US$200,"8.1
Scored 8.1",Very Good,36
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Central Deluxe Apartments by Apolo Homes,US$431,"9.0
Scored 9.0",Wonderful,135
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Campo Del Príncipe,US$210,"8.8
Scored 8.8",Excellent,"1,776"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Inside Paseo de los Tristes,US$316,"8.5
Scored 8.5",Very Good,481
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Inside Casa de la Alberca,US$369,"8.8
Scored 8.8",Excellent,107
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos de Isabella,US$279,"8.6
Scored 8.6",Excellent,921
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Correo Viejo de Granada,US$360,"8.5
Scored 8.5",Very Good,852
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Be Free Granada,US$201,"8.3
Scored 8.3",Very Good,"3,587"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Reyes Católicos,US$243,"8.9
Scored 8.9",Excellent,"1,406"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Los Lobos,US$364,"8.1
Scored 8.1",Very Good,592
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Inside Alhacaba,US$369,"8.7
Scored 8.7",Excellent,101
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Riad Puertas del Albaicín,US$201,"7.3
Scored 7.3",Good,435
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,PATIO de SOMBRA · Urban Suites,US$290,"8.8
Scored 8.8",Excellent,30
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,BiBo Suites Gran Vía,US$351,"9.0
Scored 9.0",Wonderful,"3,414"
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Moderno Apartamento en Centro de Granada,US$200,"7.6
Scored 7.6",Good,144
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Be Suites Centro,US$247,"8.3
Scored 8.3",Very Good,991
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Montesclaros,US$381,"8.9
Scored 8.9",Excellent,698
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Patio Zahorí Granada Centro,US$292,"9.1
Scored 9.1",Wonderful,93
Apartamentos,81.0,2024-05-14,2024-05-17,2,0,Apartamentos Luna Suites Granada,US$362,"9.3
Scored 9.3",Wonderful,208
Hotel,95.0,2024-05-14,2024-05-17,2,0,Áurea Catedral by Eurostars Hotel Company,US$449,"9.2
Scored 9.2",Wonderful,"5,774"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Saray,US$252,"8.4
Scored 8.4",Very Good,"10,058"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Áurea Washington Irving by Eurostars Hotel Company,US$438,"8.9
Scored 8.9",Excellent,"2,735"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Eurostars Gran Via,US$406,"8.6
Scored 8.6",Excellent,"2,181"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Casa Palacete Tablas,US$339,"9.2
Scored 9.2",Wonderful,166
Hotel,95.0,2024-05-14,2024-05-17,2,0,Abadía Hotel,US$247,"8.5
Scored 8.5",Very Good,"4,412"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Vincci Albayzin,US$355,"8.5
Scored 8.5",Very Good,"5,674"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Room Mate Leo,US$363,"8.8
Scored 8.8",Excellent,"4,439"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Porcel Alixares,US$273,"8.4
Scored 8.4",Very Good,"9,723"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Eurostars Puerta Real,US$427,"8.9
Scored 8.9",Excellent,"4,094"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Colón Centro,US$452,"8.4
Scored 8.4",Very Good,"2,508"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Crisol Guadalupe,US$228,"8.5
Scored 8.5",Very Good,"4,944"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Andalucía Center,US$295,"8.8
Scored 8.8",Excellent,"7,420"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Macià Monasterio de los Basilios,US$265,"8.1
Scored 8.1",Very Good,"2,957"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Bubaqia House - Suites Boutique,US$519,"9.8
Scored 9.8",Exceptional,28
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Macià Plaza,US$231,"8.3
Scored 8.3",Very Good,"1,809"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Granada Center,US$419,"9.1
Scored 9.1",Wonderful,"9,167"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Monasterio Granada - Adults Only,US$157,"6.9
Scored 6.9",Review score,"4,222"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel La Casa de Los Mosaicos,US$419,"8.4
Scored 8.4",Very Good,"2,163"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Catalonia Granada,US$355,"9.0
Scored 9.0",Wonderful,"4,165"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Abades Recogidas,US$311,"8.1
Scored 8.1",Very Good,"2,165"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Boutique Puerta de las Granadas,US$373,"8.7
Scored 8.7",Excellent,"1,684"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Plaza Nueva,US$318,"8.3
Scored 8.3",Very Good,"2,691"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Senator Granada,US$291,"8.4
Scored 8.4",Very Good,"3,451"
Hotel,95.0,2024-05-14,2024-05-17,2,0,Hotel Abades Nevada Palace,US$238,"7.9
Scored 7.9",Good,"4,949"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,GLORIA SUITES,US$196,"7.8
Scored 7.8",Good,482
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Riad Alhambra by Apolo Homes,US$530,"9.3
Scored 9.3",Wonderful,450
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Alh Patio Apartamentos,US$273,"9.0
Scored 9.0",Wonderful,434
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,limehome Granada Calle Santa Ana,US$262,"8.8
Scored 8.8",Excellent,"1,837"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Realejo Granada Centro 3000,US$206,"8.1
Scored 8.1",Very Good,"1,060"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,ISA Granada,US$325,"8.6
Scored 8.6",Excellent,"2,701"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,QH Granada Centro,US$219,"8.0
Scored 8.0",Very Good,232
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Precioso piso en pleno centro de Granada junto a Iglesia de San Matías,US$242,"9.2
Scored 9.2",Wonderful,19
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Inside Casa de la Alberca,US$378,"8.8
Scored 8.8",Excellent,107
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Campo Del Príncipe,US$235,"8.8
Scored 8.8",Excellent,"1,776"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,BiBo Suites Oro del Darro,US$432,"9.3
Scored 9.3",Wonderful,"2,564"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Riad Puertas del Albaicín,US$201,"7.3
Scored 7.3",Good,435
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,BiBo Suites Gran Vía,US$379,"9.0
Scored 9.0",Wonderful,"3,414"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Inside Paseo de los Tristes,US$316,"8.5
Scored 8.5",Very Good,481
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Reyes Católicos,US$275,"8.9
Scored 8.9",Excellent,"1,406"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Nest Flats Granada,US$221,"8.5
Scored 8.5",Very Good,"1,787"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,tuGuest Alhondiga Apartment,US$357,"8.8
Scored 8.8",Excellent,124
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Imeda Apartamentos Escudo del Carmen 19,US$339,"9.0
Scored 9.0",Wonderful,402
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Inside Alhacaba,US$378,"8.7
Scored 8.7",Excellent,101
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,BiBo Suites Plaza Nueva,US$392,"9.2
Scored 9.2",Wonderful,"2,955"
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos de Isabella,US$285,"8.6
Scored 8.6",Excellent,921
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Los Lobos,US$373,"8.1
Scored 8.1",Very Good,592
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Correo Viejo de Granada,US$389,"8.5
Scored 8.5",Very Good,852
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Apartamentos Montesclaros,US$381,"8.9
Scored 8.9",Excellent,698
Apartamentos,84.0,2024-05-14,2024-05-17,2,2,Be Free Granada,US$234,"8.3
Scored 8.3",Very Good,"3,587"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Casual Ilbira Granada,US$406,"8.8
Scored 8.8",Excellent,690
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Saray,US$457,"8.4
Scored 8.4",Very Good,"10,058"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Porcel Alixares,US$441,"8.4
Scored 8.4",Very Good,"9,723"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Gran Hotel Luna de Granada,US$624,"8.5
Scored 8.5",Very Good,"9,542"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Sercotel Granada Suites,US$591,"9.2
Scored 9.2",Wonderful,"2,000"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Casa Palacete Tablas,US$475,"9.2
Scored 9.2",Wonderful,166
Hotel,96.0,2024-05-14,2024-05-17,2,2,BiBo Suites San Agustín,US$416,"9.4
Scored 9.4",Wonderful,"1,026"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Bubaqia House - Suites Boutique,US$732,"9.8
Scored 9.8",Exceptional,28
Hotel,96.0,2024-05-14,2024-05-17,2,2,Casa Miravalle Catedral,US$462,"9.2
Scored 9.2",Wonderful,"1,198"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Macià Real De La Alhambra,US$409,"8.5
Scored 8.5",Very Good,"5,370"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Presidente,US$307,"7.7
Scored 7.7",Good,"1,550"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Elvira Suites,US$511,"8.9
Scored 8.9",Excellent,783
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Maciá Granada Five Senses Rooms & Suites,US$608,"8.6
Scored 8.6",Excellent,"4,888"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Casa del Capitel Nazarí,US$565,"8.6
Scored 8.6",Excellent,"2,031"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Eurostars Puerta Real,US$855,"8.9
Scored 8.9",Excellent,"4,094"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Dauro Premier,US$480,"8.6
Scored 8.6",Excellent,"1,532"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Comfort Dauro 2,US$469,"8.6
Scored 8.6",Excellent,"3,766"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Porcel Sabica,US$492,"8.3
Scored 8.3",Very Good,"4,520"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Macià Cóndor,US$357,"7.7
Scored 7.7",Good,"1,972"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hostal Arriola,US$280,"8.4
Scored 8.4",Very Good,796
Hotel,96.0,2024-05-14,2024-05-17,2,2,Vincci Albayzin,"US$1,012","8.5
Scored 8.5",Very Good,"5,674"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Barceló Carmen Granada,"US$1,012","9.0
Scored 9.0",Wonderful,"1,546"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Alhambra Palace Hotel,"US$2,890","8.7
Scored 8.7",Excellent,"1,546"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Los Angeles Hotel & Spa,US$397,"7.5
Scored 7.5",Good,"2,246"
Hotel,96.0,2024-05-14,2024-05-17,2,2,Hotel Carlos V,US$342,"8.3
Scored 8.3",Very Good,"3,712"
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,GLORIA SUITES,US$196,"7.8
Scored 7.8",Good,482
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Sara Love Downtown,US$273,"8.3
Scored 8.3",Very Good,13
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamentos Inside Casa de la Alberca,US$378,"8.8
Scored 8.8",Excellent,107
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,ISA Granada,US$325,"8.6
Scored 8.6",Excellent,"2,701"
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamentos Alhambra Granada 3000,US$221,"7.7
Scored 7.7",Good,"1,104"
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,tuGuest Alhondiga Apartment,US$358,"8.8
Scored 8.8",Excellent,124
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamentos Realejo Granada Centro 3000,US$300,"8.1
Scored 8.1",Very Good,"1,060"
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento Centro Abad,US$253,"8.6
Scored 8.6",Excellent,103
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamentos de Isabella,US$339,"8.6
Scored 8.6",Excellent,921
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Piso Pajaritos,US$216,"8.8
Scored 8.8",Excellent,4
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento Catedral Centro,US$253,"8.8
Scored 8.8",Excellent,319
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,IMEDA Apartamentos Piedra Santa,US$398,"8.9
Scored 8.9",Excellent,118
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento en Fontiveros,US$285,"10
Scored 10",Exceptional,8
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,BiBo Suites Palacio de Portago,US$403,"9.5
Scored 9.5",Exceptional,122
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento Alhambra Boutique,US$327,"9.0
Scored 9.0",Wonderful,35
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,PRECIOSO Y ACOGEDOR APARTAMENTO EN PLENO CENTRO DE GRANADA,US$267,"8.4
Scored 8.4",Very Good,40
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento Centro Alhóndiga Suite,US$312,"9.5
Scored 9.5",Exceptional,30
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Luxury Suite Solarillo de Gracia,US$398,"8.0
Scored 8.0",Very Good,1
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamentos Comfort City,US$243,"6.4
Scored 6.4",Review score,76
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,tuGuest Santa Paula III Apartment,US$342,"8.0
Scored 8.0",Very Good,42
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,ECO CENTER GRANATENSIS free parking,US$398,"8.6
Scored 8.6",Excellent,106
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,tuGuest Pedro Antonio II Apartment,US$369,"8.9
Scored 8.9",Excellent,28
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Sky Mirador de Granada,US$294,"9.4
Scored 9.4",Wonderful,19
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,Apartamento Centro Elvira,US$298,"8.1
Scored 8.1",Very Good,16
Apartamentos,89.0,2024-05-14,2024-05-17,5,0,LM APARTAMENTOS PUENTEZUELAS,US$248,"7.3
Scored 7.3",Good,86
Hotel,96.0,2024-05-14,2024-05-17,5,0,BiBo Suites San Agustín,US$410,"9.4
Scored 9.4",Wonderful,"1,026"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Apartamento Buensuceso 46 VFTGR04774,US$446,"8.3
Scored 8.3",Very Good,52
Hotel,96.0,2024-05-14,2024-05-17,5,0,Meliá Granada,"US$2,157","8.4
Scored 8.4",Very Good,48
Hotel,96.0,2024-05-14,2024-05-17,5,0,Casual Ilbira Granada,US$812,"8.8
Scored 8.8",Excellent,690
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Casa Palacete Tablas,US$814,"9.2
Scored 9.2",Wonderful,166
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Colón Centro,US$985,"8.4
Scored 8.4",Very Good,"2,508"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Bubaqia House - Suites Boutique,"US$1,351","9.8
Scored 9.8",Exceptional,28
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Saray,US$613,"8.4
Scored 8.4",Very Good,"10,058"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Porcel Alixares,US$670,"8.4
Scored 8.4",Very Good,"9,723"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Crisol Guadalupe,US$559,"8.5
Scored 8.5",Very Good,"4,944"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Monasterio Granada - Adults Only,US$377,"6.9
Scored 6.9",Review score,"4,222"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Áurea Catedral by Eurostars Hotel Company,"US$1,032","9.2
Scored 9.2",Wonderful,"5,774"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Presidente,US$449,"7.7
Scored 7.7",Good,"1,550"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Andalucía Center,US$701,"8.8
Scored 8.8",Excellent,"7,420"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Macià Monasterio de los Basilios,US$597,"8.1
Scored 8.1",Very Good,"2,957"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Senator Granada,US$656,"8.4
Scored 8.4",Very Good,"3,451"
Hotel,96.0,2024-05-14,2024-05-17,5,0,YIT Casablanca,US$464,"7.5
Scored 7.5",Good,"4,008"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Vincci Albayzin,US$860,"8.5
Scored 8.5",Very Good,"5,674"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Catalonia Granada,US$814,"9.0
Scored 9.0",Wonderful,"4,165"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Abades Nevada Palace,US$571,"7.9
Scored 7.9",Good,"4,949"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Gran Hotel Luna de Granada,"US$1,097","8.5
Scored 8.5",Very Good,"9,542"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Sercotel Granada Suites,"US$1,051","9.2
Scored 9.2",Wonderful,"2,000"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Macià Real De La Alhambra,US$628,"8.5
Scored 8.5",Very Good,"5,370"
Hotel,96.0,2024-05-14,2024-05-17,5,0,Hotel Los Girasoles,US$594,"7.3
Scored 7.3",Good,226
Hotel,96.0,2024-05-14,2024-05-17,5,0,Los Angeles Hotel & Spa,US$566,"7.5
Scored 7.5",Good,"2,246"
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Carmen Vistas de la Alhambra,US$276,"7.7
Scored 7.7",Good,989
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,tuGuest Alhondiga Apartment,US$374,"8.8
Scored 8.8",Excellent,124
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Apartamentos Realejo Granada Centro 3000,US$294,"8.1
Scored 8.1",Very Good,"1,060"
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Zahira Suites,US$187,"6.9
Scored 6.9",Review score,257
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Apartamento en Fontiveros,US$310,"10
Scored 10",Exceptional,8
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,ECO CENTER GRANATENSIS free parking,US$433,"8.6
Scored 8.6",Excellent,106
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,PRECIOSO Y ACOGEDOR APARTAMENTO EN PLENO CENTRO DE GRANADA,US$291,"8.4
Scored 8.4",Very Good,40
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,tuGuest Gran Via 42 Apartment,US$460,"7.9
Scored 7.9",Good,70
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,BiBo Suites Real Chancilleria,US$635,"9.5
Scored 9.5",Exceptional,"2,132"
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Impresionante apartamento Palacio de Congresos,US$482,"9.2
Scored 9.2",Wonderful,62
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Luna Centro 5 habitaciones,US$424,"9.4
Scored 9.4",Wonderful,54
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Suite Alhambra Puerta Bib-Rambla,US$504,"8.9
Scored 8.9",Excellent,26
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Riad Puertas del Albaicín,US$332,"7.3
Scored 7.3",Good,435
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Sara Love Downtown,US$426,"8.3
Scored 8.3",Very Good,13
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,H&H Suite Santa Paula,US$463,"7.9
Scored 7.9",Good,13
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,FAMILY CATEDRAL CENTRO,US$450,"8.2
Scored 8.2",Very Good,61
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Apartamento Jose Enrique,US$501,"9.4
Scored 9.4",Wonderful,41
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,tuGuest Santa Paula III Apartment,US$438,"8.0
Scored 8.0",Very Good,42
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,My Granada Garden - Apartamento Orquídea,US$378,"9.5
Scored 9.5",Exceptional,86
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Mirador de Siloé,US$914,"9.7
Scored 9.7",Exceptional,33
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Casa Pasiegas,US$578,"8.6
Scored 8.6",Excellent,9
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,LUMINOSO Y MODERNO APARTAMENTO EN EL CENTRO,US$442,"9.2
Scored 9.2",Wonderful,83
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,tuGuest Halcón Apartment,US$545,"9.1
Scored 9.1",Wonderful,67
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Carmen de la Lana,US$654,"9.6
Scored 9.6",Exceptional,141
Apartamentos,95.0,2024-05-14,2024-05-17,4,3,Apartamentos la Mariana,"US$1,017","9.5
Scored 9.5",Exceptional,133
Hotel,97.0,2024-05-14,2024-05-17,4,3,Apartamento Buensuceso 46 VFTGR04774,US$484,"8.3
Scored 8.3",Very Good,52
Hotel,97.0,2024-05-14,2024-05-17,4,3,Presidente,US$482,"7.7
Scored 7.7",Good,"1,550"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Casual Ilbira Granada,US$794,"8.8
Scored 8.8",Excellent,690
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hostal Arriola,US$450,"8.4
Scored 8.4",Very Good,796
Hotel,97.0,2024-05-14,2024-05-17,4,3,Bubaqia House - Suites Boutique,"US$1,519","9.8
Scored 9.8",Exceptional,28
Hotel,97.0,2024-05-14,2024-05-17,4,3,Gran Hotel Luna de Granada,"US$1,188","8.5
Scored 8.5",Very Good,"9,542"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Porcel Alixares,US$808,"8.4
Scored 8.4",Very Good,"9,723"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Sercotel Granada Suites,"US$1,138","9.2
Scored 9.2",Wonderful,"2,000"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Saray,US$800,"8.4
Scored 8.4",Very Good,"10,058"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Elvira Suites,"US$1,082","8.9
Scored 8.9",Excellent,783
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Carlos V,US$674,"8.3
Scored 8.3",Very Good,"3,712"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Macià Real De La Alhambra,US$728,"8.5
Scored 8.5",Very Good,"5,370"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Comfort Dauro 2,US$874,"8.6
Scored 8.6",Excellent,"3,766"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Macià Cóndor,US$624,"7.7
Scored 7.7",Good,"1,972"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Dauro Premier,US$895,"8.6
Scored 8.6",Excellent,"1,532"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Porcel Sabica,US$903,"8.3
Scored 8.3",Very Good,"4,520"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Eurostars Puerta Real,"US$1,432","8.9
Scored 8.9",Excellent,"4,094"
Hotel,97.0,2024-05-14,2024-05-17,4,3,BiBo Suites San Agustín,US$832,"9.4
Scored 9.4",Wonderful,"1,026"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Alhambra Palace Hotel,"US$6,722","8.7
Scored 8.7",Excellent,"1,546"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hostal Viena Plaza Nueva,US$504,"7.3
Scored 7.3",Good,376
Hotel,97.0,2024-05-14,2024-05-17,4,3,Los Angeles Hotel & Spa,US$793,"7.5
Scored 7.5",Good,"2,246"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Barceló Carmen Granada,"US$1,836","9.0
Scored 9.0",Wonderful,"1,546"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Colón Centro,"US$1,437","8.4
Scored 8.4",Very Good,"2,508"
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Casa Palacete Tablas,"US$1,153","9.2
Scored 9.2",Wonderful,166
Hotel,97.0,2024-05-14,2024-05-17,4,3,Hotel Andalucía Center,US$951,"8.8
Scored 8.8",Excellent,"7,420"
Apartamentos,94.0,2024-05-14,2024-05-17,7,0,Apartamentos Realejo Granada Centro 3000,US$326,"8.1
Scored 8.1",Very Good,"1,060"
Apartamentos,94.0,2024-05-14,2024-05-17,7,0,PRECIOSO Y ACOGEDOR APARTAMENTO EN PLENO CENTRO DE GRANADA,US$291,"8.4
Scored 8.4",Very Good,40
Apartamentos,94.0,2024-05-14,2024-05-17,7,0,Carmen Vistas de la Alhambra,US$276,"7.7
Scored 7.7",Good,989
