type,capacity,check-in,check-out,num_adults,num_children,name,price,score,avg_review,reviews_count,Fecha
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,BnS Dauro Suites,US$345,"9.0
Scored 9.0",Wonderful,248,
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,ADANAR-Apartamentos Muralla Zirí,US$437,"8.6
Scored 8.6",Excellent,419,
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Emperatriz Granada,US$269,"8.4
Scored 8.4",Very Good,140,
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,ADANAR-Las Columnas,US$306,"8.5
Scored 8.5",Very Good,"1,565",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,BiBo Suites Gran Vía,US$404,"9.0
Scored 9.0",Wonderful,"3,431",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Be Suites Centro,US$303,"8.2
Scored 8.2",Very Good,"1,017",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Luxury suite plaza Fortuny,US$306,-,-,-,
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Nest Flats Granada,US$277,"8.5
Scored 8.5",Very Good,"1,816",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Domus Apartamentos Granada con parking gratuito en pleno centro,US$464,"9.4
Scored 9.4",Wonderful,"1,551",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Apartamentos Alhambra Granada 3000,US$263,"7.7
Scored 7.7",Good,"1,113",
Apartamentos,92.0,2024-06-13,2024-06-16,2,2,Luxury Alhambra Penthouse Collection,US$499,"8.6
Scored 8.6",Excellent,690,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Gran Hotel Luna de Granada,US$465,"8.5
Scored 8.5",Very Good,"9,310",
Hotel,97.0,2024-06-13,2024-06-16,2,2,"Palacio Gran Vía, a Royal Hideaway Hotel","US$10,047","9.6
Scored 9.6",Exceptional,322,
Hotel,97.0,2024-06-13,2024-06-16,2,2,BiBo Suites San Agustín,US$377,"9.4
Scored 9.4",Wonderful,"1,057",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Sercotel Granada Suites,US$600,"9.2
Scored 9.2",Wonderful,"2,080",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hotel Macià Real De La Alhambra,US$417,"8.5
Scored 8.5",Very Good,"5,445",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hotel Casa Palacete Tablas,US$517,"9.1
Scored 9.1",Wonderful,235,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Suites Gran Vía 44,US$344,"8.9
Scored 8.9",Excellent,"1,121",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Home Granada Trinidad,US$322,"8.9
Scored 8.9",Excellent,"1,479",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Elvira Suites,US$493,"8.9
Scored 8.9",Excellent,778,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hotel Dauro Premier,US$462,"8.6
Scored 8.6",Excellent,"1,618",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Vincci Albayzin,US$779,"8.5
Scored 8.5",Very Good,"5,812",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Barceló Carmen Granada,"US$1,061","9.0
Scored 9.0",Wonderful,"1,756",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Bubaqia House - Suites Boutique,US$913,"9.4
Scored 9.4",Wonderful,37,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Alhambra Palace Hotel,"US$3,153","8.7
Scored 8.7",Excellent,"1,579",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Meliá Granada,"US$1,670","8.5
Scored 8.5",Very Good,83,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hostal Viena Plaza Nueva,US$395,"7.3
Scored 7.3",Good,404,
Hotel,97.0,2024-06-13,2024-06-16,2,2,Eurostars Puerta Real,US$740,"8.9
Scored 8.9",Excellent,"4,072",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Catalonia Granada,US$673,"9.0
Scored 9.0",Wonderful,"4,147",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Porcel Alixares,US$773,"8.4
Scored 8.4",Very Good,"9,997",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Áurea Catedral by Eurostars Hotel Company,US$948,"9.2
Scored 9.2",Wonderful,"5,737",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Áurea Washington Irving by Eurostars Hotel Company,US$948,"8.9
Scored 8.9",Excellent,"2,771",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Room Mate Leo,US$658,"8.8
Scored 8.8",Excellent,"4,441",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hotel Abades Recogidas,US$527,"8.1
Scored 8.1",Very Good,"2,210",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Hotel Andalucía Center,US$727,"8.8
Scored 8.8",Excellent,"7,457",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Crisol Guadalupe,US$536,"8.5
Scored 8.5",Very Good,"5,068",
Hotel,97.0,2024-06-13,2024-06-16,2,2,Barceló Granada Congress,US$907,"8.5
Scored 8.5",Very Good,"4,927",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Carmen Vistas de la Alhambra,US$257,"7.7
Scored 7.7",Good,"1,011",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Be Suites Centro,US$386,"8.2
Scored 8.2",Very Good,"1,017",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Be Free Granada,US$311,"8.3
Scored 8.3",Very Good,"3,722",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Luxury suite plaza Fortuny,US$306,-,-,-,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,IMEDA Apartamentos Piedra Santa,US$442,"8.9
Scored 8.9",Excellent,144,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,BnS Dauro Suites,US$397,"9.0
Scored 9.0",Wonderful,248,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,tuGuest Alhondiga Apartment,US$542,"8.8
Scored 8.8",Excellent,127,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,El Rey Zagal apartament Granada,US$391,"9.3
Scored 9.3",Wonderful,69,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,El Rincón de Granata,US$347,-,-,-,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,BiBo Suites San Agustín,US$441,"9.4
Scored 9.4",Wonderful,"1,057",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,tuGuest Chueca Apartment,US$453,"8.4
Scored 8.4",Very Good,40,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Magdalena Apartament,US$449,"9.2
Scored 9.2",Wonderful,9,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Neptuno Deluxe,US$385,"9.4
Scored 9.4",Wonderful,68,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,BiBo Suites Oro del Darro,US$580,"9.3
Scored 9.3",Wonderful,"2,590",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Golondrinas de la Alhambra,US$337,"8.1
Scored 8.1",Very Good,"2,005",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,BiBo Suites Real Chancilleria,US$646,"9.5
Scored 9.5",Exceptional,"2,202",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Apartamentos Alhambra Granada 3000,US$538,"7.7
Scored 7.7",Good,"1,113",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Luxury Alhambra Penthouse Collection,US$737,"8.6
Scored 8.6",Excellent,690,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Casa SanPau,US$502,"9.2
Scored 9.2",Wonderful,150,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Cuevas El Abanico - VTAR vivienda turística de alojamiento rural,US$574,"9.3
Scored 9.3",Wonderful,126,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Chezmoihomes Plaza Nueva Luxury,US$671,"8.6
Scored 8.6",Excellent,89,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Granada Luxury Apartments,US$889,"9.0
Scored 9.0",Wonderful,523,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Chezmoihomes Plaza Nueva Deluxe,US$862,"9.0
Scored 9.0",Wonderful,293,
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,BiBo Suites Gran Vía,US$778,"9.0
Scored 9.0",Wonderful,"3,431",
Apartamentos,94.0,2024-06-13,2024-06-16,5,0,Home Granada Trinidad,US$556,"8.9
Scored 8.9",Excellent,"1,479",
Hotel,96.0,2024-06-13,2024-06-16,5,0,BiBo Suites San Agustín,US$441,"9.4
Scored 9.4",Wonderful,"1,057",
Hotel,96.0,2024-06-13,2024-06-16,5,0,"Palacio Gran Vía, a Royal Hideaway Hotel","US$9,043","9.6
Scored 9.6",Exceptional,322,
Hotel,96.0,2024-06-13,2024-06-16,5,0,Meliá Granada,"US$2,152","8.5
Scored 8.5",Very Good,83,
Hotel,96.0,2024-06-13,2024-06-16,5,0,Porcel Alixares,US$727,"8.4
Scored 8.4",Very Good,"9,997",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Gran Hotel Luna de Granada,US$850,"8.5
Scored 8.5",Very Good,"9,310",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Monasterio Granada - Adults Only,US$459,"6.9
Scored 6.9",Review score,"4,384",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Home Granada Trinidad,US$556,"8.9
Scored 8.9",Excellent,"1,479",
Hotel,96.0,2024-06-13,2024-06-16,5,0,YIT Casablanca,US$577,"7.5
Scored 7.5",Good,"4,049",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Eurostars Puerta Real,US$934,"8.9
Scored 8.9",Excellent,"4,072",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Vincci Albayzin,US$795,"8.5
Scored 8.5",Very Good,"5,812",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Crisol Guadalupe,US$649,"8.5
Scored 8.5",Very Good,"5,068",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Sercotel Granada Suites,"US$1,069","9.2
Scored 9.2",Wonderful,"2,080",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Exe Triunfo Granada,US$768,"8.0
Scored 8.0",Very Good,"2,851",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Andalucía Center,US$960,"8.8
Scored 8.8",Excellent,"7,457",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Boutique Puerta de las Granadas,US$879,"8.7
Scored 8.7",Excellent,"1,712",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Monjas del Carmen Hotel,US$841,"8.7
Scored 8.7",Excellent,"1,746",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Checkin Camino de Granada,US$668,"7.4
Scored 7.4",Good,"2,871",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Los Girasoles,US$716,"7.4
Scored 7.4",Good,298,
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Mercader de Sedas,US$806,"8.5
Scored 8.5",Very Good,"2,341",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Áurea Washington Irving by Eurostars Hotel Company,"US$1,285","8.9
Scored 8.9",Excellent,"2,771",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Suites Gran Vía 44,US$818,"8.9
Scored 8.9",Excellent,"1,121",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Granada Center,"US$1,015","9.1
Scored 9.1",Wonderful,"9,501",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Occidental Granada,US$949,"8.7
Scored 8.7",Excellent,"3,251",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Barceló Granada Congress,"US$1,217","8.5
Scored 8.5",Very Good,"4,927",
Hotel,96.0,2024-06-13,2024-06-16,5,0,Hotel Comfort Dauro 2,US$822,"8.6
Scored 8.6",Excellent,"3,818",
Hotel,96.0,2024-06-13,2024-06-16,5,0,NH Collection Victoria,"US$1,194","8.7
Scored 8.7",Excellent,"1,318",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,El Rincón de Granata,US$451,-,-,-,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,tuGuest Alhondiga Apartment,US$595,"8.8
Scored 8.8",Excellent,127,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Neptuno Deluxe,US$434,"9.4
Scored 9.4",Wonderful,68,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Preciosa vivienda con gran terraza muy luminoso,US$486,"8.7
Scored 8.7",Excellent,35,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Apartamentos Realejo Campo del Príncipe 3000,US$495,"10
Scored 10",Exceptional,1,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Sueño de Elvira,US$595,"9.4
Scored 9.4",Wonderful,702,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,BiBo Suites Palacio de Portago,US$712,"9.5
Scored 9.5",Exceptional,187,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Casa DAURO,US$597,"9.3
Scored 9.3",Wonderful,14,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,IMEDA Apartamentos Piedra Santa,US$734,"8.9
Scored 8.9",Excellent,144,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,BnS Dauro Suites,US$740,"9.0
Scored 9.0",Wonderful,248,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Be Free Granada,US$481,"8.3
Scored 8.3",Very Good,"3,722",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Granada Luxury Apartments,US$922,"9.0
Scored 9.0",Wonderful,523,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Ibericabeds Albaicín,US$386,"8.2
Scored 8.2",Very Good,120,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,tuGuest San Gil Apartments,US$766,"8.8
Scored 8.8",Excellent,351,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Apartamentos Alhambra Granada 3000,US$538,"7.7
Scored 7.7",Good,"1,113",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,BiBo Suites Gran Vía,US$778,"9.0
Scored 9.0",Wonderful,"3,431",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Palacio Cabrera - Lillo,US$793,"9.1
Scored 9.1",Wonderful,"2,528",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,BiBo Suites Oro del Darro,US$961,"9.3
Scored 9.3",Wonderful,"2,590",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Apartamentos Turísticos Mauror,"US$1,018","9.4
Scored 9.4",Wonderful,809,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Central Deluxe Apartments,"US$1,053","9.0
Scored 9.0",Wonderful,140,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Luxury Alhambra Penthouse Collection,"US$1,053","8.6
Scored 8.6",Excellent,690,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Golondrinas de la Alhambra,US$574,"8.1
Scored 8.1",Very Good,"2,005",
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Cuevas El Abanico - VTAR vivienda turística de alojamiento rural,US$799,"9.3
Scored 9.3",Wonderful,126,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Alhambra Apartments,US$419,"7.4
Scored 7.4",Good,22,
Apartamentos,96.0,2024-06-13,2024-06-16,4,3,Patio Zahorí Granada Centro,US$898,"9.2
Scored 9.2",Wonderful,107,
Hotel,97.0,2024-06-13,2024-06-16,4,3,Gran Hotel Luna de Granada,US$935,"8.5
Scored 8.5",Very Good,"9,310",
Hotel,97.0,2024-06-13,2024-06-16,4,3,"Palacio Gran Vía, a Royal Hideaway Hotel","US$16,926","9.6
Scored 9.6",Exceptional,322,
Hotel,97.0,2024-06-13,2024-06-16,4,3,BiBo Suites San Agustín,US$794,"9.4
Scored 9.4",Wonderful,"1,057",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Hotel Macià Real De La Alhambra,US$742,"8.5
Scored 8.5",Very Good,"5,445",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Sercotel Granada Suites,"US$1,157","9.2
Scored 9.2",Wonderful,"2,080",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Suites Gran Vía 44,US$687,"8.9
Scored 8.9",Excellent,"1,121",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Home Granada Trinidad,US$636,"8.9
Scored 8.9",Excellent,"1,479",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Barceló Carmen Granada,"US$1,924","9.0
Scored 9.0",Wonderful,"1,756",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Bubaqia House - Suites Boutique,"US$1,756","9.4
Scored 9.4",Wonderful,37,
Hotel,97.0,2024-06-13,2024-06-16,4,3,Room Mate Leo,"US$1,015","8.8
Scored 8.8",Excellent,"4,441",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Hotel Abades Recogidas,US$854,"8.1
Scored 8.1",Very Good,"2,210",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Eurostars Puerta Real,"US$1,304","8.9
Scored 8.9",Excellent,"4,072",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Crisol Guadalupe,US$917,"8.5
Scored 8.5",Very Good,"5,068",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Vincci Albayzin,"US$1,105","8.5
Scored 8.5",Very Good,"5,812",
Hotel,97.0,2024-06-13,2024-06-16,4,3,YIT Casablanca,US$833,"7.5
Scored 7.5",Good,"4,049",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Leonardo Hotel Granada,US$999,"8.2
Scored 8.2",Very Good,"1,678",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Hotel Andalucía Center,"US$1,323","8.8
Scored 8.8",Excellent,"7,457",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Áurea Washington Irving by Eurostars Hotel Company,"US$1,759","8.9
Scored 8.9",Excellent,"2,771",
Hotel,97.0,2024-06-13,2024-06-16,4,3,NH Collection Victoria,"US$1,586","8.7
Scored 8.7",Excellent,"1,318",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Barceló Granada Congress,"US$1,636","8.5
Scored 8.5",Very Good,"4,927",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Exe Triunfo Granada,"US$1,071","8.0
Scored 8.0",Very Good,"2,851",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Hotel Dauro Premier,"US$1,128","8.6
Scored 8.6",Excellent,"1,618",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Occidental Granada,"US$1,359","8.7
Scored 8.7",Excellent,"3,251",
Hotel,97.0,2024-06-13,2024-06-16,4,3,Hotel Granada Center,"US$1,439","9.1
Scored 9.1",Wonderful,"9,501",
