type,capacity,checkin,checkout,num_adults,num_children,name,price,score,avg_review,reviews_count
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Kasa Kata,US$288,"9.5
Scored 9.5",Exceptional,134
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,ISA Granada,US$386,"8.6
Scored 8.6",Excellent,"2,691"
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,GLORIA SUITES,US$346,"7.8
Scored 7.8",Good,480
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Central Deluxe Apartments by Apolo Homes,US$502,"9.0
Scored 9.0",Wonderful,134
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Be Free Granada,US$263,"8.2
Scored 8.2",Very Good,"3,560"
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos Luna Suites Granada,US$427,"9.3
Scored 9.3",Wonderful,202
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos Correo Viejo de Granada,US$481,"8.5
Scored 8.5",Very Good,848
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamento patio de los leones,US$322,"9.0
Scored 9.0",Wonderful,18
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Corrala de San Antón. Arrayanes,US$229,"7.3
Scored 7.3",Good,16
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,CENTRO DE GRANADA ALBAICIN BAJO,US$256,"8.0
Scored 8.0",Very Good,93
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos de Isabella,US$511,"8.5
Scored 8.5",Very Good,910
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,BiBo Suites Plaza Nueva,US$498,"9.2
Scored 9.2",Wonderful,"2,953"
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,El Ladrón De Agua Palacete,US$735,"10
Scored 10",Exceptional,1
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Alojamiento en Plaza de Gracia,US$297,"9.0
Scored 9.0",Wonderful,1
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,PATIO de SOMBRA · Urban Suites,US$376,"8.9
Scored 8.9",Excellent,29
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Casa de la Catedral,US$472,"9.0
Scored 9.0",Wonderful,"1,423"
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos Turísticos Tronca Luxury,US$290,"8.7
Scored 8.7",Excellent,243
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos Turísticos Centro,US$426,"8.7
Scored 8.7",Excellent,327
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,BiBo Suites Gran Vía,US$519,"9.0
Scored 9.0",Wonderful,"3,409"
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,PATIOdeLUZ - Stylish apartments in Párraga 13,US$458,"9.5
Scored 9.5",Exceptional,480
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,tuGuest Palacio de los Jerónimos Apartments,US$354,"10
Scored 10",Exceptional,1
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Adanar Estudios Muralla,US$296,-,-,-
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Reyes Albaicín,US$303,"7.3
Scored 7.3",Good,53
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Apartamentos Turísticos Las Nieves,US$410,"8.7
Scored 8.7",Excellent,984
Apartamentos,94.0,2024-05-09,2024-05-12,2,0,Ferola Homes,US$340,"9.5
Scored 9.5",Exceptional,4
Hotel,97.0,2024-05-09,2024-05-12,2,0,Gran Hotel Luna de Granada,US$445,"8.5
Scored 8.5",Very Good,"9,555"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Vincci Albayzin,US$396,"8.5
Scored 8.5",Very Good,"5,652"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Áurea Catedral by Eurostars Hotel Company,US$534,"9.2
Scored 9.2",Wonderful,"5,775"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Porcel Alixares,US$350,"8.4
Scored 8.4",Very Good,"9,669"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Casual Ilbira Granada,US$384,"8.8
Scored 8.8",Excellent,667
Hotel,97.0,2024-05-09,2024-05-12,2,0,Abadía Hotel,US$355,"8.5
Scored 8.5",Very Good,"4,401"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Áurea Washington Irving by Eurostars Hotel Company,US$599,"8.9
Scored 8.9",Excellent,"2,723"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Porcel Navas,US$393,"8.7
Scored 8.7",Excellent,"2,233"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Eurostars Puerta Real,US$470,"8.9
Scored 8.9",Excellent,"4,091"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Eurostars Gran Via,US$545,"8.6
Scored 8.6",Excellent,"2,185"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Catalonia Granada,US$398,"8.9
Scored 8.9",Excellent,"4,162"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Bubaqia House - Suites Boutique,US$617,"9.8
Scored 9.8",Exceptional,27
Hotel,97.0,2024-05-09,2024-05-12,2,0,Exe Triunfo Granada,US$378,"8.0
Scored 8.0",Very Good,"2,845"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Los Girasoles,US$323,"7.3
Scored 7.3",Good,212
Hotel,97.0,2024-05-09,2024-05-12,2,0,Room Mate Leo,US$504,"8.8
Scored 8.8",Excellent,"4,437"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Casa Palacete Tablas,US$580,"9.2
Scored 9.2",Wonderful,158
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Granada Center,US$521,"9.1
Scored 9.1",Wonderful,"9,112"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Macià Monasterio de los Basilios,US$427,"8.1
Scored 8.1",Very Good,"2,939"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Macià Real De La Alhambra,US$361,"8.5
Scored 8.5",Very Good,"5,355"
Hotel,97.0,2024-05-09,2024-05-12,2,0,YIT Casablanca,US$311,"7.5
Scored 7.5",Good,"3,995"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Porcel Sabica,US$385,"8.3
Scored 8.3",Very Good,"4,505"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Sercotel Palacio de los Gamboa,US$527,"8.6
Scored 8.6",Excellent,"5,084"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Palacio De Los Navas,US$412,"8.7
Scored 8.7",Excellent,"1,423"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Boutique Puerta de las Granadas,US$452,"8.7
Scored 8.7",Excellent,"1,677"
Hotel,97.0,2024-05-09,2024-05-12,2,0,Hotel Macià Cóndor,US$349,"7.7
Scored 7.7",Good,"1,962"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Be Free Granada,US$295,"8.2
Scored 8.2",Very Good,"3,560"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,GLORIA SUITES,US$346,"7.8
Scored 7.8",Good,480
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Duplex colcha,US$354,"8.1
Scored 8.1",Very Good,51
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Riad Alhambra by Apolo Homes,US$731,"9.3
Scored 9.3",Wonderful,449
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,tuGuest Palacio de los Jerónimos Apartments,US$370,"10
Scored 10",Exceptional,1
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Ferola Homes,US$340,"9.5
Scored 9.5",Exceptional,4
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamento patio de los leones,US$379,"9.0
Scored 9.0",Wonderful,18
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,BiBo Suites San Agustín,US$501,"9.4
Scored 9.4",Wonderful,"1,020"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamentos Turísticos Tronca Luxury,US$368,"8.7
Scored 8.7",Excellent,243
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,BiBo Suites Gran Vía,US$519,"9.0
Scored 9.0",Wonderful,"3,409"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamentos Correo Viejo de Granada,US$519,"8.5
Scored 8.5",Very Good,848
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,BiBo Suites Plaza Nueva,US$538,"9.2
Scored 9.2",Wonderful,"2,953"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamentos de Isabella,US$511,"8.5
Scored 8.5",Very Good,910
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,BiBo Suites Real Chancilleria,US$682,"9.5
Scored 9.5",Exceptional,"2,121"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Fantastico Apartamento Suite en centro de Granada,US$592,"9.3
Scored 9.3",Wonderful,87
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,H&H Suite Palacio de Congresos,US$442,"8.2
Scored 8.2",Very Good,5
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Casa Azhuma,US$348,"9.0
Scored 9.0",Wonderful,51
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Imeda Apartamentos Escudo del Carmen 19,US$594,"9.0
Scored 9.0",Wonderful,402
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Smart Suites Albaicin,US$735,"9.2
Scored 9.2",Wonderful,"6,296"
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Zahira Suites,US$307,"6.9
Scored 6.9",Review score,256
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamentos Turísticos Centro,US$497,"8.7
Scored 8.7",Excellent,327
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Adanar Estudios Muralla,US$666,-,-,-
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Apartamentos Luna Suites Granada,US$663,"9.3
Scored 9.3",Wonderful,202
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Central Deluxe Apartments by Apolo Homes,"US$1,033","9.0
Scored 9.0",Wonderful,134
Apartamentos,95.0,2024-05-09,2024-05-12,2,2,Cielo Granada,US$541,"8.9
Scored 8.9",Excellent,127
Hotel,98.0,2024-05-09,2024-05-12,2,2,Gran Hotel Luna de Granada,US$562,"8.5
Scored 8.5",Very Good,"9,555"
