type,capacity,check-in,check-out,num_adults,num_children,name,price,score,avg_review,reviews_count,Fecha
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Siloe Plaza,US$247,"7.8
Scored 7.8",Good,789,21/05/2024
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,GLORIA SUITES,US$203,"7.8
Scored 7.8",Good,486,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,QH Eme Suites Granada,US$206,"8.1
Scored 8.1",Very Good,148,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,ISA Granada,US$322,"8.6
Scored 8.6",Excellent,"2,711",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Carmen Vistas de la Alhambra,US$180,"7.7
Scored 7.7",Good,997,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamento Duplex Gomerez 39,US$313,"8.8
Scored 8.8",Excellent,82,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,HNN GRANADA,US$287,"9.7
Scored 9.7",Exceptional,496,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Arte Vida Suites & Spa,US$257,"8.6
Scored 8.6",Excellent,"1,221",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,limehome Granada Calle Santa Ana,US$261,"8.8
Scored 8.8",Excellent,"1,840",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,ADANAR-Las Columnas,US$286,"8.5
Scored 8.5",Very Good,"1,523",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,limehome Granada Calle Mirasol,US$278,"9.2
Scored 9.2",Wonderful,612,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamentos Reyes Católicos,US$213,"8.9
Scored 8.9",Excellent,"1,411",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Central Deluxe Apartments by Apolo Homes,US$477,"9.0
Scored 9.0",Wonderful,136,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamentos Montesclaros,US$287,"8.9
Scored 8.9",Excellent,698,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamentos Puerta Elvira Suites 3000,US$249,"9.2
Scored 9.2",Wonderful,426,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,BiBo Suites Plaza Nueva,US$327,"9.2
Scored 9.2",Wonderful,"2,953",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamentos de Isabella,US$290,"8.6
Scored 8.6",Excellent,932,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,BiBo Suites Palacio de Portago,US$294,"9.5
Scored 9.5",Exceptional,140,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Zahira Suites,US$189,"6.9
Scored 6.9",Review score,258,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,tuGuest Palacio de los Jerónimos Apartments,US$255,"10
Scored 10",Exceptional,2,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Be Suites Centro,US$249,"8.2
Scored 8.2",Very Good,999,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Apartamentos Elvira 21,US$255,"8.2
Scored 8.2",Very Good,377,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Urban Suites Granada,US$235,"8.2
Scored 8.2",Very Good,393,
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,Mosaiko Homes Catedral Granada,US$435,"9.5
Scored 9.5",Exceptional,"1,105",
Apartamentos,84.0,2024-05-21,2024-05-24,2,0,At Home Realejo,US$172,"8.5
Scored 8.5",Very Good,28,
Hotel,96.0,2024-05-21,2024-05-24,2,0,Exe Triunfo Granada,US$255,"8.0
Scored 8.0",Very Good,"2,861",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Meliá Granada,US$476,"8.4
Scored 8.4",Very Good,55,
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Saray,US$282,"8.4
Scored 8.4",Very Good,"10,079",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Porcel Alixares,US$256,"8.4
Scored 8.4",Very Good,"9,787",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Abades Recogidas,US$239,"8.1
Scored 8.1",Very Good,"2,181",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Monasterio Granada - Adults Only,US$167,"6.9
Scored 6.9",Review score,"4,257",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Macià Plaza,US$218,"8.3
Scored 8.3",Very Good,"1,829",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Gran Hotel Luna de Granada,US$325,"8.5
Scored 8.5",Very Good,"9,503",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Macià Monasterio de los Basilios,US$241,"8.1
Scored 8.1",Very Good,"3,002",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Áurea Washington Irving by Eurostars Hotel Company,US$540,"8.9
Scored 8.9",Excellent,"2,749",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Vincci Albayzin,US$376,"8.5
Scored 8.5",Very Good,"5,695",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Casa Palacete Tablas,US$359,"9.2
Scored 9.2",Wonderful,186,
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Maciá Granada Five Senses Rooms & Suites,US$349,"8.6
Scored 8.6",Excellent,"4,905",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Abades Nevada Palace,US$221,"7.9
Scored 7.9",Good,"4,960",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Áurea Catedral by Eurostars Hotel Company,US$533,"9.2
Scored 9.2",Wonderful,"5,752",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Eurostars Puerta Real,US$410,"8.9
Scored 8.9",Excellent,"4,092",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Room Mate Leo,US$367,"8.8
Scored 8.8",Excellent,"4,431",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Eurostars Gran Via,US$475,"8.6
Scored 8.6",Excellent,"2,183",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel La Casa de Los Mosaicos,US$361,"8.4
Scored 8.4",Very Good,"2,178",
Hotel,96.0,2024-05-21,2024-05-24,2,0,YIT Casablanca,US$202,"7.5
Scored 7.5",Good,"4,028",
Hotel,96.0,2024-05-21,2024-05-24,2,0,BiBo Suites San Agustín,US$319,"9.4
Scored 9.4",Wonderful,"1,033",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Barceló Granada Congress,US$407,"8.5
Scored 8.5",Very Good,"4,986",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Urban Dream Granada,US$231,"8.1
Scored 8.1",Very Good,"6,283",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Porcel Sabica,US$279,"8.3
Scored 8.3",Very Good,"4,533",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hostal Arriola,US$222,"8.4
Scored 8.4",Very Good,797,
Hotel,96.0,2024-05-21,2024-05-24,2,0,Crisol Guadalupe,US$273,"8.5
Scored 8.5",Very Good,"4,981",
Hotel,96.0,2024-05-21,2024-05-24,2,0,Hotel Granada Centro,US$195,"8.6
Scored 8.6",Excellent,"4,595",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Siloe Plaza,US$247,"7.8
Scored 7.8",Good,789,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Carmen Vistas de la Alhambra,US$194,"7.7
Scored 7.7",Good,997,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,GLORIA SUITES,US$203,"7.8
Scored 7.8",Good,486,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos Montesclaros,US$287,"8.9
Scored 8.9",Excellent,698,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,ADANAR-Las Columnas,US$279,"8.5
Scored 8.5",Very Good,"1,523",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamento Duplex Gomerez 39,US$306,"8.8
Scored 8.8",Excellent,82,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,limehome Granada Calle Mirasol,US$278,"9.2
Scored 9.2",Wonderful,612,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos Puerta Elvira Suites 3000,US$249,"9.2
Scored 9.2",Wonderful,426,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,BiBo Suites Gran Vía,US$331,"9.0
Scored 9.0",Wonderful,"3,421",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,BiBo Suites Plaza Nueva,US$353,"9.2
Scored 9.2",Wonderful,"2,953",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,BiBo Suites Palacio de Portago,US$323,"9.5
Scored 9.5",Exceptional,140,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos Reyes Católicos,US$264,"8.9
Scored 8.9",Excellent,"1,411",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,HNN GRANADA,US$331,"9.7
Scored 9.7",Exceptional,496,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Zahira Suites,US$189,"6.9
Scored 6.9",Review score,258,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos Inside Paseo de los Tristes,US$319,"8.5
Scored 8.5",Very Good,485,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,tuGuest Palacio de los Jerónimos Apartments,US$266,"10
Scored 10",Exceptional,2,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos de Isabella,US$305,"8.6
Scored 8.6",Excellent,932,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,limehome Granada Calle Santa Ana,US$284,"8.8
Scored 8.8",Excellent,"1,840",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Chezmoihomes Plaza Nueva Luxury,US$372,"8.6
Scored 8.6",Excellent,87,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,QH Eme Suites Granada,US$286,"8.1
Scored 8.1",Very Good,148,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Real de Cartuja Apartments & Suites,US$310,"8.5
Scored 8.5",Very Good,"1,816",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Granada Luxury Apartments by Apolo Homes,US$489,"9.0
Scored 9.0",Wonderful,518,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Embrujo,US$501,"9.3
Scored 9.3",Wonderful,100,
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,Apartamentos Real Suites Realejo,US$346,"9.0
Scored 9.0",Wonderful,"1,097",
Apartamentos,86.0,2024-05-21,2024-05-24,2,2,tuGuest Station,US$347,"8.4
Scored 8.4",Very Good,5,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Gran Hotel Luna de Granada,US$431,"8.5
Scored 8.5",Very Good,"9,503",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Meliá Granada,"US$1,674","8.4
Scored 8.4",Very Good,55,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Porcel Alixares,US$412,"8.4
Scored 8.4",Very Good,"9,787",
Hotel,97.0,2024-05-21,2024-05-24,2,2,BiBo Suites San Agustín,US$319,"9.4
Scored 9.4",Wonderful,"1,033",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Casa Palacete Tablas,US$391,"9.2
Scored 9.2",Wonderful,186,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Saray,US$489,"8.4
Scored 8.4",Very Good,"10,079",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Carlos V,US$259,"8.3
Scored 8.3",Very Good,"3,737",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Suites Gran Vía 44,US$333,"8.9
Scored 8.9",Excellent,"1,124",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hostal Arriola,US$283,"8.4
Scored 8.4",Very Good,797,
Hotel,97.0,2024-05-21,2024-05-24,2,2,U-Sense Granada Centro,US$448,"8.8
Scored 8.8",Excellent,"2,770",
Hotel,97.0,2024-05-21,2024-05-24,2,2,SUITES CASA DE LAS COLUMNAS,US$380,"8.8
Scored 8.8",Excellent,619,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Comfort Dauro 2,US$323,"8.6
Scored 8.6",Excellent,"3,775",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Bubaqia House - Suites Boutique,US$803,"9.5
Scored 9.5",Exceptional,31,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Elvira Suites,US$516,"8.9
Scored 8.9",Excellent,783,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Dauro Premier,US$302,"8.6
Scored 8.6",Excellent,"1,565",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Los Angeles Hotel & Spa,US$418,"7.5
Scored 7.5",Good,"2,258",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Vincci Albayzin,US$928,"8.5
Scored 8.5",Very Good,"5,695",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hostal Viena Plaza Nueva,US$254,"7.3
Scored 7.3",Good,381,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Molinos,US$355,"8.0
Scored 8.0",Very Good,"2,854",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Barceló Carmen Granada,"US$1,043","9.0
Scored 9.0",Wonderful,"1,618",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hospes Palacio de los Patos,"US$3,509","8.6
Scored 8.6",Excellent,"1,300",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.3
Scored 8.3",Very Good,52,
Hotel,97.0,2024-05-21,2024-05-24,2,2,Hotel Abades Nevada Palace,US$482,"7.9
Scored 7.9",Good,"4,960",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Barceló Granada Congress,US$815,"8.5
Scored 8.5",Very Good,"4,986",
Hotel,97.0,2024-05-21,2024-05-24,2,2,Eurostars Puerta Real,US$411,"8.9
Scored 8.9",Excellent,"4,092",
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,GLORIA SUITES,US$247,"7.8
Scored 7.8",Good,486,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Carmen Vistas de la Alhambra,US$194,"7.7
Scored 7.7",Good,997,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Zahira Suites,US$189,"6.9
Scored 6.9",Review score,258,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,"Neptuno Ático, con terraza",US$346,"8.7
Scored 8.7",Excellent,11,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,ADANAR-Las Columnas,US$342,"8.5
Scored 8.5",Very Good,"1,523",
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest Lobos Apartment,US$373,"7.9
Scored 7.9",Good,68,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamentos Realejo Granada Centro 3000,US$335,"8.1
Scored 8.1",Very Good,"1,075",
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamentos Puerta Elvira Suites 3000,US$249,"9.2
Scored 9.2",Wonderful,426,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,BiBo Suites Palacio de Portago,US$349,"9.5
Scored 9.5",Exceptional,140,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamentos Comfort City,US$236,"6.3
Scored 6.3",Review score,79,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,IMEDA Apartamentos Piedra Santa,US$397,"9.0
Scored 9.0",Wonderful,123,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamento Centro Abad,US$280,"8.6
Scored 8.6",Excellent,105,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest San Agustin II Apartment,US$408,"8.5
Scored 8.5",Very Good,4,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Expoholidays - Centrico piso PARKING incluido Calle Alvaro Bazan,US$272,"7.0
Scored 7.0",Good,86,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,INCREIBLE APARTAMENTO CENTRO GRANADA ALHAMBRA,US$225,"9.1
Scored 9.1",Wonderful,45,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamentos de Isabella,US$354,"8.6
Scored 8.6",Excellent,932,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,BiBo Suites Gran Vía,US$423,"9.0
Scored 9.0",Wonderful,"3,421",
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest Pedro Antonio Apartment,US$360,"7.8
Scored 7.8",Good,5,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,BiBo Suites Plaza Nueva,US$410,"9.2
Scored 9.2",Wonderful,"2,953",
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamento Centro Elvira,US$293,"8.1
Scored 8.1",Very Good,16,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest Gracia Apartments,US$264,"7.7
Scored 7.7",Good,273,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest Station,US$442,"8.4
Scored 8.4",Very Good,5,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,tuGuest Maria Luisa Apartment,US$401,"8.2
Scored 8.2",Very Good,8,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,limehome Granada Calle Mirasol,US$336,"9.2
Scored 9.2",Wonderful,612,
Apartamentos,91.0,2024-05-21,2024-05-24,5,0,Apartamento Casa Inés,US$315,"8.6
Scored 8.6",Excellent,44,
Hotel,97.0,2024-05-21,2024-05-24,5,0,BiBo Suites San Agustín,US$352,"9.4
Scored 9.4",Wonderful,"1,033",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Meliá Granada,"US$2,799","8.4
Scored 8.4",Very Good,55,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Molinos,US$437,"8.0
Scored 8.0",Very Good,"2,854",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Elvira Suites,US$642,"8.9
Scored 8.9",Excellent,783,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.3
Scored 8.3",Very Good,52,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Casa Palacete Tablas,US$750,"9.2
Scored 9.2",Wonderful,186,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Gran Hotel Luna de Granada,US$736,"8.5
Scored 8.5",Very Good,"9,503",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Saray,US$674,"8.4
Scored 8.4",Very Good,"10,079",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Porcel Alixares,US$627,"8.4
Scored 8.4",Very Good,"9,787",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Abades Nevada Palace,US$537,"7.9
Scored 7.9",Good,"4,960",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Macià Monasterio de los Basilios,US$551,"8.1
Scored 8.1",Very Good,"3,002",
Hotel,97.0,2024-05-21,2024-05-24,5,0,YIT Casablanca,US$453,"7.5
Scored 7.5",Good,"4,028",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Crisol Guadalupe,US$668,"8.5
Scored 8.5",Very Good,"4,981",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Eurostars Puerta Real,US$984,"8.9
Scored 8.9",Excellent,"4,092",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Los Girasoles,US$560,"7.4
Scored 7.4",Good,246,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hotel Dauro Premier,US$667,"8.6
Scored 8.6",Excellent,"1,565",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Vincci Albayzin,US$954,"8.5
Scored 8.5",Very Good,"5,695",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Catalonia Granada,US$982,"9.0
Scored 9.0",Wonderful,"4,165",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Hostal Arriola,US$505,"8.4
Scored 8.4",Very Good,797,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Barceló Granada Congress,"US$1,125","8.5
Scored 8.5",Very Good,"4,986",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Áurea Catedral by Eurostars Hotel Company,"US$1,485","9.2
Scored 9.2",Wonderful,"5,752",
Hotel,97.0,2024-05-21,2024-05-24,5,0,SUITES CASA DE LAS COLUMNAS,US$733,"8.8
Scored 8.8",Excellent,619,
Hotel,97.0,2024-05-21,2024-05-24,5,0,Suites Gran Vía 44,US$793,"8.9
Scored 8.9",Excellent,"1,124",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Las Nieves,US$660,"8.4
Scored 8.4",Very Good,"2,472",
Hotel,97.0,2024-05-21,2024-05-24,5,0,Áurea Washington Irving by Eurostars Hotel Company,"US$1,410","8.9
Scored 8.9",Excellent,"2,749",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Zahira Suites,US$189,"6.9
Scored 6.9",Review score,258,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,"Neptuno Ático, con terraza",US$346,"8.7
Scored 8.7",Excellent,11,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,tuGuest Station 2 apartment,US$360,"8.2
Scored 8.2",Very Good,80,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamentos Realejo Granada Centro 3000,US$335,"8.1
Scored 8.1",Very Good,"1,075",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Chapizhome,US$337,"8.3
Scored 8.3",Very Good,586,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamento en Fontiveros,US$313,"10
Scored 10",Exceptional,9,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Carmen Vistas de la Alhambra,US$392,"7.7
Scored 7.7",Good,997,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Piso en Palacio Quinta Alegre,US$300,"8.9
Scored 8.9",Excellent,42,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Genteel Home Piedra Santa,US$513,"8.8
Scored 8.8",Excellent,52,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,BiBo Suites Plaza Nueva,US$529,"9.2
Scored 9.2",Wonderful,"2,953",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Ático con vista a La Alhambra,US$311,"7.0
Scored 7.0",Good,33,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,tuGuest Gran Via 42 Apartment,US$510,"8.0
Scored 8.0",Very Good,71,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Arte Vida Suites & Spa,US$452,"8.6
Scored 8.6",Excellent,"1,221",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,tuGuest Maria Luisa Apartment,US$525,"8.2
Scored 8.2",Very Good,8,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,tuGuest San Agustin II Apartment,US$514,"8.5
Scored 8.5",Very Good,4,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Riad Puertas del Albaicín,US$379,"7.3
Scored 7.3",Good,434,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamento Casa Inés,US$409,"8.6
Scored 8.6",Excellent,44,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamentos de Isabella,US$589,"8.6
Scored 8.6",Excellent,932,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamentos Turísticos Mauror,US$903,"9.4
Scored 9.4",Wonderful,798,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamentos Montesclaros,US$574,"8.9
Scored 8.9",Excellent,698,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,BiBo Suites Gran Vía,US$645,"9.0
Scored 9.0",Wonderful,"3,421",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,BiBo Suites Real Chancilleria,US$740,"9.5
Scored 9.5",Exceptional,"2,150",
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamento ideal para familias en Granada,US$407,"8.7
Scored 8.7",Excellent,22,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,Apartamentos Puerta Elvira Suites 3000,US$497,"9.2
Scored 9.2",Wonderful,426,
Apartamentos,94.0,2024-05-21,2024-05-24,4,3,El Generalife cerca centro con Piscina y Barbacoa y Sierra Nevada,US$497,"8.2
Scored 8.2",Very Good,10,
Hotel,98.0,2024-05-21,2024-05-24,4,3,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.3
Scored 8.3",Very Good,52,
Hotel,98.0,2024-05-21,2024-05-24,4,3,Meliá Granada,"US$2,033","8.4
Scored 8.4",Very Good,55,
Hotel,98.0,2024-05-21,2024-05-24,4,3,Gran Hotel Luna de Granada,US$822,"8.5
Scored 8.5",Very Good,"9,503",
Hotel,98.0,2024-05-21,2024-05-24,4,3,Porcel Alixares,US$756,"8.4
Scored 8.4",Very Good,"9,787",
Hotel,98.0,2024-05-21,2024-05-24,4,3,Hostal Arriola,US$505,"8.4
Scored 8.4",Very Good,797,
Hotel,98.0,2024-05-21,2024-05-24,4,3,Elvira Suites,"US$1,077","8.9
Scored 8.9",Excellent,783,
Hotel,98.0,2024-05-21,2024-05-24,4,3,BiBo Suites San Agustín,US$637,"9.4
Scored 9.4",Wonderful,"1,033",
Hotel,98.0,2024-05-21,2024-05-24,4,3,Hotel Saray,US$863,"8.4
Scored 8.4",Very Good,"10,079",
